annual_inc,home_ownership,int_rate
45000,MORTGAGE,.2049
75000,RENT,.1786
156000,MORTGAGE,.1269
145000,MORTGAGE,.1465
50000,RENT,.1333
40000,RENT,.1229
108000,MORTGAGE,.0818
62000,MORTGAGE,.0639
140000,MORTGAGE,.1099
100000,MORTGAGE,.1229
70000,MORTGAGE,.1399
75000,MORTGAGE,.2399
32000,MORTGAGE,.1269
66000,MORTGAGE,.0789
58000,MORTGAGE,.1229
125000,MORTGAGE,.1699
81250,MORTGAGE,.0917
35000,RENT,.1099
65000,OWN,.1333
31200,RENT,.0917
150000,MORTGAGE,.1099
66500,OWN,.1333
35000,MORTGAGE,.0692
105000,MORTGAGE,.1884
77000,RENT,.1786
45000,RENT,.0999
85000,RENT,.0692
124000,RENT,.0818
125000,MORTGAGE,.0593
80000,MORTGAGE,.0999
130000,MORTGAGE,.1333
80000,MORTGAGE,.0692
40000,MORTGAGE,.1269
65000,RENT,.1399
120000,RENT,.0917
58000,MORTGAGE,.0668
138000,MORTGAGE,.0639
50000,MORTGAGE,.1399
88284,MORTGAGE,.0789
65000,RENT,.1399
27000,MORTGAGE,.0789
84000,MORTGAGE,.0692
78000,MORTGAGE,.1099
100000,MORTGAGE,.0917
125000,MORTGAGE,.0999
100000,MORTGAGE,.2049
190000,RENT,.1561
100000,RENT,.1825
119000,OWN,.0639
53000,MORTGAGE,.1399
135300,MORTGAGE,.1399
60000,MORTGAGE,.0818
150000,MORTGAGE,.1399
180000,MORTGAGE,.1099
27500,MORTGAGE,.1825
41270,RENT,.1655
58000,MORTGAGE,.1757
30000,RENT,.0818
65000,RENT,.1561
65000,RENT,.0789
32000,RENT,.1952
124000,MORTGAGE,.1099
32240,RENT,.1757
73150,RENT,.1655
40000,RENT,.1153
43000,MORTGAGE,.1884
80000,MORTGAGE,.1699
50000,RENT,.0789
30000,OWN,.1229
69650,OWN,.1561
110000,MORTGAGE,.1399
86000,RENT,.1153
87402,MORTGAGE,.0917
60000,RENT,.1269
80000,MORTGAGE,.1952
34500,RENT,.0692
114000,MORTGAGE,.1269
80000,MORTGAGE,.1465
57000,OWN,.1333
50000,RENT,.0593
85000,OWN,.0789
60000,MORTGAGE,.1884
82000,MORTGAGE,.0789
63000,MORTGAGE,.1561
98000,RENT,.1465
72000,MORTGAGE,.1229
55000,RENT,.1333
51000,RENT,.1099
50000,MORTGAGE,.1333
33600,MORTGAGE,.1884
50000,MORTGAGE,.1699
66086,MORTGAGE,.1269
58000,MORTGAGE,.0818
150000,OWN,.0692
35000,MORTGAGE,.1269
65000,RENT,.1333
73000,MORTGAGE,.1884
75800,RENT,.1465
45000,OWN,.1465
125000,OWN,.1399
40000,MORTGAGE,.1153
75000,MORTGAGE,.1099
61000,MORTGAGE,.1153
50000,MORTGAGE,.1952
39000,MORTGAGE,.1229
62000,MORTGAGE,.1825
102000,MORTGAGE,.2299
135000,OWN,.0999
54000,RENT,.1153
38000,MORTGAGE,.1786
61970,MORTGAGE,.1099
29285,MORTGAGE,.2399
96092,MORTGAGE,.1465
100000,OWN,.2599
46200,MORTGAGE,.1465
100000,MORTGAGE,.0818
74500,MORTGAGE,.1229
130000,RENT,.1655
38000,RENT,.1333
65000,RENT,.1269
80000,OWN,.1399
90000,RENT,.0999
165000,MORTGAGE,.0668
80000,MORTGAGE,.1269
56150,OWN,.0917
92000,RENT,.0789
60000,MORTGAGE,.0818
59000,RENT,.1699
62000,OWN,.0593
53000,RENT,.0917
174000,RENT,.1655
34000,RENT,.1884
45500,OWN,.0917
95000,RENT,.1099
57200,MORTGAGE,.2299
120000,MORTGAGE,.0668
140000,OWN,.0593
98000,RENT,.0917
85000,MORTGAGE,.0789
75000,RENT,.1952
65000,MORTGAGE,.1229
99300,MORTGAGE,.1699
120000,MORTGAGE,.0593
135000,MORTGAGE,.1099
200000,MORTGAGE,.2299
150000,MORTGAGE,.0692
40000,RENT,.0999
84000,RENT,0.245
50800,MORTGAGE,.1269
148000,MORTGAGE,.1153
86000,MORTGAGE,.1099
46000,RENT,.1699
50000,OWN,.0668
45000,RENT,.1399
17472,OWN,.1655
35000,RENT,.2167
120000,OWN,.1786
110000,OWN,.0789
35000,RENT,.1399
74000,MORTGAGE,.2299
80000,RENT,.1757
80689,OWN,.2399
80000,MORTGAGE,.0818
70000,RENT,.1952
26000,RENT,.2589
27500,MORTGAGE,.1655
60000,MORTGAGE,.1561
100000,MORTGAGE,.1229
34000,RENT,.1465
90000,MORTGAGE,.0917
65000,RENT,.1099
81111,MORTGAGE,.1399
45000,RENT,.2049
31000,RENT,.2167
135000,MORTGAGE,.1757
44427,RENT,.1269
115000,MORTGAGE,.0639
95000,MORTGAGE,.1884
110000,MORTGAGE,.1825
57500,RENT,.0789
103000,MORTGAGE,.0692
80000,MORTGAGE,.0789
70000,RENT,.1399
55000,RENT,.0639
50000,MORTGAGE,.1786
105000,MORTGAGE,.0639
128105,MORTGAGE,.1099
83575,MORTGAGE,.1399
108000,OWN,.1153
60000,OWN,.1757
67000,RENT,.2049
135000,MORTGAGE,.1099
33000,MORTGAGE,.1333
101000,OWN,.1655
180000,MORTGAGE,.1699
135000,MORTGAGE,.1655
97500,RENT,.1561
77000,RENT,.1465
80000,RENT,.0818
35000,RENT,.1229
390000,MORTGAGE,.1757
72000,MORTGAGE,.1786
78000,RENT,.1699
36000,RENT,.1952
41000,MORTGAGE,.1333
150000,MORTGAGE,.1465
64000,RENT,.1229
75000,RENT,.1099
40000,RENT,.1561
53000,MORTGAGE,.0917
25000,OWN,0.245
39000,RENT,.1229
60000,RENT,.1561
65000,MORTGAGE,.1099
43908,MORTGAGE,.2167
42622,RENT,.0917
92000,MORTGAGE,.0668
24500,RENT,.1229
52000,MORTGAGE,.0593
80000,RENT,.1099
117503,MORTGAGE,.0692
20460,RENT,.1699
92000,OWN,.0593
25000,OWN,.0917
80000,RENT,.1399
47000,RENT,.1465
95000,MORTGAGE,.0999
60000,RENT,.1655
165000,RENT,.0639
109000,OWN,.0818
52000,RENT,.1269
65000,RENT,.1757
40000,RENT,.1561
100000,MORTGAGE,.1884
39000,RENT,.1561
156250,MORTGAGE,.0789
107000,MORTGAGE,.1153
90000,OWN,.0639
80000,OWN,.1465
30000,RENT,.1884
100000,MORTGAGE,.0917
400000,MORTGAGE,0.258
305000,MORTGAGE,.0917
90000,MORTGAGE,.1399
60000,OWN,.1153
61000,MORTGAGE,.1757
60000,MORTGAGE,.1269
25000,OWN,.1699
69000,RENT,.1655
53000,RENT,.0818
58000,RENT,.0917
55000,MORTGAGE,.0789
40000,MORTGAGE,.1153
53000,RENT,.1786
75500,MORTGAGE,.1399
60000,MORTGAGE,.1399
55000,MORTGAGE,.2557
165000,MORTGAGE,.1153
68000,OWN,.2557
35000,OWN,.0917
225000,MORTGAGE,.0668
70000,MORTGAGE,.1757
444000,RENT,.0917
45000,RENT,.0692
100000,MORTGAGE,.0692
60000,MORTGAGE,.0639
25164,RENT,.0789
50000,MORTGAGE,.0668
120000,MORTGAGE,.1269
130000,MORTGAGE,.1099
45000,MORTGAGE,.0789
42000,RENT,.2557
55000,RENT,.1333
84000,MORTGAGE,.0789
57000,RENT,.1099
42000,RENT,.1229
42000,OWN,.1269
38000,RENT,.2049
39000,RENT,.0692
65000,MORTGAGE,.0668
51000,OWN,.1655
51000,RENT,.0789
56000,MORTGAGE,.1153
85000,RENT,.0639
64000,RENT,.1229
85000,OWN,.2049
80000,MORTGAGE,.0999
40000,RENT,.1561
114000,MORTGAGE,.0818
125000,MORTGAGE,.0999
108000,MORTGAGE,.0999
79000,MORTGAGE,.1465
129000,MORTGAGE,.1333
58000,OWN,.1561
280000,RENT,.1399
90000,MORTGAGE,.0818
58000,RENT,.0668
54000,OWN,.0789
75000,MORTGAGE,.0789
31680,MORTGAGE,.1269
32000,OWN,.1561
112000,RENT,.0692
85000,RENT,.1757
40000,OWN,.0668
60000,RENT,.0639
66324.2,MORTGAGE,.1655
145000,MORTGAGE,.0999
87000,OWN,.0789
43000,RENT,.1465
67500,RENT,.1099
96500,MORTGAGE,.1153
40000,RENT,.0999
60000,RENT,.1699
150000,MORTGAGE,.0999
78000,MORTGAGE,.0692
94000,MORTGAGE,.0789
250000,MORTGAGE,.0668
45000,RENT,.1153
48000,MORTGAGE,.0818
46000,RENT,.2399
51000,RENT,.0999
68000,RENT,.2049
42000,MORTGAGE,.1399
124000,MORTGAGE,.1099
100000,MORTGAGE,.1399
110000,RENT,.0999
80000,RENT,.1699
131000,RENT,.1333
62250,MORTGAGE,.1399
89000,MORTGAGE,.0789
62000,MORTGAGE,.0789
70000,MORTGAGE,.0639
48000,RENT,.1699
120000,MORTGAGE,.0917
10000,RENT,.1825
69881,MORTGAGE,.1757
65000,RENT,.1333
35000,OWN,.1333
70000,MORTGAGE,.0789
48500,RENT,.1269
150000,MORTGAGE,.0639
99000,MORTGAGE,.0639
52100,RENT,.1561
80000,MORTGAGE,.0999
110000,MORTGAGE,.0917
33000,RENT,.1333
115000,MORTGAGE,.0818
75000,RENT,.1333
70832,MORTGAGE,.0668
80000,RENT,.0692
82000,RENT,.1465
58000,MORTGAGE,.1757
65000,RENT,.1399
60000,MORTGAGE,.1099
36358,MORTGAGE,.1333
148000,RENT,.1561
74924,RENT,.1229
75000,MORTGAGE,.1655
61000,MORTGAGE,.2399
72000,RENT,.1099
85000,MORTGAGE,.1099
45000,RENT,.1655
35000,RENT,.1269
75000,MORTGAGE,.0818
41600,MORTGAGE,.0917
75000,RENT,.1269
59500,MORTGAGE,.0917
49992,RENT,.1099
76500,RENT,.1952
42000,RENT,.0692
43000,RENT,.1333
53000,MORTGAGE,.1399
42000,RENT,.1269
37440,MORTGAGE,.1952
70000,MORTGAGE,.1465
50000,RENT,.2167
15000,RENT,.1757
85000,MORTGAGE,.0789
40000,OWN,.1884
30000,RENT,.1333
64410,MORTGAGE,.1229
50000,RENT,.1655
40000,RENT,.0789
152000,RENT,.1699
49240,RENT,.1153
94000,MORTGAGE,.1699
51654,MORTGAGE,.0818
90000,RENT,.0999
36000,MORTGAGE,.1561
59255,RENT,.0917
36400,RENT,.1399
45000,RENT,.0789
57534,RENT,.1269
60000,MORTGAGE,.1333
85000,RENT,0.258
44000,RENT,.1465
75000,OWN,.2557
110000,MORTGAGE,.0593
60000,OWN,.1655
52000,RENT,.1399
88000,MORTGAGE,.0789
35000,RENT,.1655
60000,MORTGAGE,.1757
75000,MORTGAGE,.0692
76500,MORTGAGE,.1561
42000,MORTGAGE,.0789
60000,MORTGAGE,.1465
60000,MORTGAGE,.1333
125000,MORTGAGE,.1465
24000,RENT,.1465
68000,MORTGAGE,.0999
65000,RENT,.1333
61000,RENT,.1153
96000,MORTGAGE,.1399
65000,MORTGAGE,.2167
80000,MORTGAGE,.1333
40000,RENT,.1465
22048,RENT,.1757
33000,RENT,.1099
97000,OWN,.0917
88000,MORTGAGE,.2606
35000,RENT,.1465
160000,RENT,.2299
75000,RENT,.0789
155000,RENT,.2049
72000,RENT,.1786
81061,MORTGAGE,.1229
95000,RENT,.1465
44000,OWN,.0999
75000,MORTGAGE,.1269
72300,RENT,.1399
105000,MORTGAGE,.0789
180000,MORTGAGE,.1699
60000,MORTGAGE,.0999
75000,RENT,.2167
30000,RENT,.1399
65000,MORTGAGE,.1099
82000,RENT,.0639
60500,RENT,.1757
200000,OWN,.1099
200000,MORTGAGE,.0639
38000,RENT,.1269
85000,MORTGAGE,.1465
60000,RENT,.1153
43000,RENT,.1333
31200,RENT,.1229
22000,OWN,.0999
85000,MORTGAGE,.1099
40000,RENT,.1399
100000,RENT,.2049
26000,RENT,.1655
22000,RENT,.1757
80000,MORTGAGE,.1099
60000,OWN,.2583
120000,RENT,.0789
80000,RENT,.0818
45000,RENT,.1786
70000,RENT,.1561
50000,RENT,.1269
65000,RENT,.1099
98500,OWN,.1333
125000,MORTGAGE,.0789
107136,MORTGAGE,.0818
89500,MORTGAGE,.1269
45000,RENT,.1655
60000,MORTGAGE,.1229
27000,RENT,.1561
42000,RENT,.0917
40000,RENT,.1465
82700,MORTGAGE,.1757
86000,RENT,.1269
89500,RENT,.1333
76000,RENT,.0789
102668,MORTGAGE,.1269
35000,RENT,.1786
66666,MORTGAGE,.0789
36000,MORTGAGE,.0692
90000,RENT,.1884
52000,RENT,.1699
27000,RENT,.0999
49000,RENT,.1699
100000,MORTGAGE,.1333
60000,MORTGAGE,.1099
78000,RENT,.0999
46900,MORTGAGE,.1825
30000,RENT,.1153
89000,RENT,.1099
65000,MORTGAGE,.1952
120000,RENT,.1399
65000,RENT,.0692
25056,RENT,.0999
41000,RENT,.1655
100000,RENT,.0692
72000,MORTGAGE,.0818
28700,MORTGAGE,.1465
100000,MORTGAGE,.1786
48000,MORTGAGE,.1561
93254.06,MORTGAGE,.1699
80396,MORTGAGE,.2167
28000,RENT,.1465
49000,MORTGAGE,.1399
44000,RENT,.1229
85000,RENT,.1825
66000,MORTGAGE,.1655
20735,OWN,.1655
56000,MORTGAGE,.1399
35000,MORTGAGE,.2583
55000,RENT,.0818
36000,RENT,.2399
52000,MORTGAGE,.1786
35000,RENT,.1269
163000,OWN,.1153
106000,MORTGAGE,.0789
48000,MORTGAGE,.1655
35000,RENT,.1269
30000,RENT,.1825
48000,OWN,.1952
104000,MORTGAGE,.1399
120000,MORTGAGE,.1153
60000,MORTGAGE,.0668
93000,RENT,.1229
87000,MORTGAGE,.1229
60000,RENT,.0999
90000,RENT,.0692
43000,MORTGAGE,.1561
35600,RENT,.2167
56000,RENT,.1269
60000,RENT,.1952
46000,OWN,.1333
50000,RENT,.2299
59000,MORTGAGE,.0999
45000,MORTGAGE,.2049
60000,RENT,.1561
45000,MORTGAGE,.0999
80000,MORTGAGE,.1465
70000,MORTGAGE,.1757
140000,MORTGAGE,.0999
66000,MORTGAGE,.1561
22500,RENT,.1153
38000,RENT,.1465
83000,RENT,.0593
103000,MORTGAGE,.0668
21200,RENT,.1099
120000,RENT,.1269
49000,MORTGAGE,.1099
127000,MORTGAGE,.1099
76000,MORTGAGE,.1399
85000,MORTGAGE,.1269
25000,MORTGAGE,.1465
170000,OWN,.0639
41000,MORTGAGE,.1269
52000,MORTGAGE,.2557
78000,RENT,.1757
35000,RENT,.1952
45000,RENT,.1561
74000,MORTGAGE,.1333
112000,RENT,.0668
35000,MORTGAGE,.1229
45000,MORTGAGE,.1884
90000,OWN,.0692
155000,MORTGAGE,.1333
47000,RENT,.1333
60000,MORTGAGE,.1786
40000,RENT,.1465
35000,OWN,.1333
42000,RENT,.1655
63000,MORTGAGE,.0818
123000,MORTGAGE,.1399
210000,RENT,.2049
95000,OWN,.0999
120000,RENT,.0692
135000,MORTGAGE,.0818
33000,MORTGAGE,.1099
27500,MORTGAGE,.1399
65000,MORTGAGE,.1099
130000,MORTGAGE,.1786
200600,RENT,.0692
47000,RENT,.1229
44000,RENT,.1153
40000,RENT,.1952
68000,MORTGAGE,.0692
130000,MORTGAGE,.1229
64000,MORTGAGE,.1786
87000,MORTGAGE,.0789
102280,MORTGAGE,.1229
60000,RENT,.1269
51000,MORTGAGE,.0999
65000,MORTGAGE,.1399
77687.2,RENT,.1269
69500,RENT,.1229
55000,RENT,.1333
140000,MORTGAGE,.1099
80000,RENT,.1399
76974,RENT,.1333
43000,OWN,.1786
85000,RENT,.0639
90500,OWN,.1399
44963,RENT,.1333
40000,RENT,.1099
51000,RENT,.0818
72000,MORTGAGE,.1153
68250,MORTGAGE,.1269
67000,RENT,.1099
50000,RENT,.0639
10000,RENT,.1655
55000,RENT,.0692
38000,OWN,.1786
82000,RENT,.0999
60000,OWN,.1269
48000,MORTGAGE,.1333
51000,RENT,.0917
210000,MORTGAGE,.0593
60520,OWN,.1655
93000,RENT,.1952
460000,MORTGAGE,.0593
62000,RENT,.1333
72000,MORTGAGE,.0692
56000,RENT,.1153
27000,RENT,.0917
130000,MORTGAGE,.1153
84000,RENT,.1229
60000,RENT,.0789
76000,RENT,.1399
73000,RENT,.0639
32000,MORTGAGE,.1229
18000,OWN,.1099
190000,MORTGAGE,.0593
68000,MORTGAGE,.1952
140000,RENT,.1786
110000,RENT,.1269
30000,OWN,.1229
83000,RENT,.1655
68700,RENT,.1269
92100,MORTGAGE,.1099
126000,MORTGAGE,.1153
79000,RENT,.1333
79292,MORTGAGE,.1699
70000,RENT,.1884
58000,RENT,.1757
40000,RENT,.1099
55000,MORTGAGE,.1269
52000,MORTGAGE,.1561
107500,RENT,.1153
90000,MORTGAGE,.1099
72000,RENT,.1561
136000,MORTGAGE,.0818
65000,MORTGAGE,.0999
65000,RENT,.1757
36000,RENT,.1269
108000,RENT,.1825
40000,RENT,.1229
93000,RENT,.0789
125000,MORTGAGE,.0668
85000,RENT,.1699
85000,RENT,.0818
45000,RENT,.0692
45000,OWN,.1399
49000,OWN,.1099
36000,MORTGAGE,.1655
70000,MORTGAGE,.1561
102000,MORTGAGE,.0917
64480,RENT,.1333
64000,RENT,.1952
55000,MORTGAGE,.0668
215000,MORTGAGE,.0668
103000,MORTGAGE,.0917
40000,RENT,.1655
120000,RENT,.0999
93000,RENT,.1465
45900,RENT,.1465
60000,RENT,.1229
50000,MORTGAGE,.1099
45000,RENT,.0818
57000,RENT,.0789
55000,RENT,.0692
60000,RENT,.1099
44000,RENT,.1153
120000,RENT,.0639
46800,RENT,.1333
30700,RENT,.1465
80000,OWN,.1153
100000,MORTGAGE,.2049
35000,MORTGAGE,.1269
122000,RENT,.1786
36275,RENT,.1884
80000,RENT,.1825
90000,RENT,.0999
42000,RENT,.1655
70000,OWN,.1099
50000,RENT,.1757
50000,MORTGAGE,.1229
45000,RENT,.1757
125000,MORTGAGE,.1655
58000,MORTGAGE,.1333
54000,OWN,.1333
44148,RENT,.1465
44500,MORTGAGE,.1561
102000,RENT,.1153
55000,RENT,.2399
58000,MORTGAGE,.1655
75000,RENT,.1465
73896,MORTGAGE,.0668
83520,MORTGAGE,.0692
42000,MORTGAGE,.1153
90000,MORTGAGE,.1269
84000,RENT,.1465
62000,RENT,.0593
84000,MORTGAGE,.1269
65000,MORTGAGE,.0639
55000,RENT,.0692
28000,RENT,.1465
45000,RENT,.0692
95000,MORTGAGE,.0999
52000,RENT,.1561
85000,RENT,.0692
55000,RENT,.1655
35045,MORTGAGE,.1269
60000,RENT,.0999
40000,RENT,.0999
54000,RENT,.1153
120000,RENT,.0789
43680,RENT,.1825
47500,RENT,.1229
55000,RENT,.1333
65000,MORTGAGE,.1786
22000,RENT,.1786
60000,MORTGAGE,.1269
39000,MORTGAGE,.0789
57500,MORTGAGE,.0593
55000,MORTGAGE,.1099
50000,RENT,.2399
80000,MORTGAGE,.1333
19000,OWN,.1655
37440,RENT,.1229
27900,MORTGAGE,.1757
65000,RENT,.1399
60000,MORTGAGE,.1884
37440,MORTGAGE,.0999
35000,MORTGAGE,.1229
56000,MORTGAGE,.0692
55000,RENT,.1153
99000,MORTGAGE,.2299
125000,MORTGAGE,.0668
144000,RENT,.1757
42000,MORTGAGE,.1952
45000,RENT,.1099
41000,MORTGAGE,.1229
36000,MORTGAGE,.1884
46000,RENT,.1884
104000,RENT,.1399
45000,RENT,.1655
52000,RENT,.1561
52000,MORTGAGE,.0639
65000,MORTGAGE,.1399
43000,RENT,.1229
120000,RENT,.1099
65000,RENT,.1399
27000,MORTGAGE,.0818
70000,MORTGAGE,.0593
75000,MORTGAGE,.1333
110000,MORTGAGE,.0917
25000,RENT,.0818
99326,RENT,.1786
158000,MORTGAGE,.0999
60000,MORTGAGE,.1399
105000,MORTGAGE,.0818
90000,RENT,.0917
66000,MORTGAGE,.0999
49000,MORTGAGE,.0789
175000,OWN,.0692
45000,MORTGAGE,.1099
45500,OWN,.2399
102502,OWN,.1786
30000,OWN,.1699
117000,MORTGAGE,.0917
40000,OWN,.0818
110000,MORTGAGE,.0692
30000,RENT,.1099
160000,MORTGAGE,.0692
75000,MORTGAGE,.1269
103000,MORTGAGE,.2167
50000,MORTGAGE,.1269
63000,MORTGAGE,.0818
180000,MORTGAGE,.0692
45000,RENT,.1099
65000,MORTGAGE,.1884
90000,RENT,.1786
60000,RENT,.1399
55000,RENT,.1399
68000,MORTGAGE,.2167
117618,RENT,.1269
80000,RENT,.2049
70595,RENT,.1786
150000,MORTGAGE,0.245
63000,MORTGAGE,.1757
25000,RENT,.1229
55000,RENT,.0789
25000,OWN,.1699
30000,OWN,.1399
55000,RENT,.1655
51000,MORTGAGE,.0917
45300,RENT,.1561
110000,RENT,.1153
43000,RENT,.0639
30000,RENT,.0789
85000,MORTGAGE,.0999
97000,RENT,.0999
350000,MORTGAGE,.0692
85000,RENT,.1099
48000,MORTGAGE,.1099
100000,MORTGAGE,.0818
40372,MORTGAGE,.1699
64093,MORTGAGE,.1757
150000,MORTGAGE,.0593
90000,MORTGAGE,.1465
70000,OWN,.1655
102000,MORTGAGE,.1153
27000,RENT,.1153
43730,RENT,.1786
65000,MORTGAGE,.1399
66633,RENT,.2399
22000,RENT,.0692
100000,RENT,.1465
46000,RENT,.1099
130000,RENT,.1269
92000,RENT,.1099
220000,MORTGAGE,.1099
40000,MORTGAGE,.0639
32000,RENT,.1655
53000,MORTGAGE,.0818
48000,RENT,.2557
58200,RENT,.0692
169000,OWN,.0593
100000,RENT,.0692
85000,MORTGAGE,.1269
50000,RENT,.1099
70000,MORTGAGE,.1561
140000,MORTGAGE,.1786
50000,MORTGAGE,.2589
55000,OWN,.0917
82500,MORTGAGE,.1153
115000,MORTGAGE,.0639
60000,RENT,.1561
21000,OWN,.1655
54325,RENT,.1786
26000,RENT,.1269
105000,MORTGAGE,.0692
197000,MORTGAGE,.1269
77000,MORTGAGE,.0999
146000,RENT,.1333
92000,MORTGAGE,.0692
51000,RENT,.1399
51000,RENT,.0789
75000,MORTGAGE,.0818
67000,RENT,.1099
92000,MORTGAGE,.0917
41280,RENT,.1699
75000,MORTGAGE,.1099
73000,MORTGAGE,.1952
70000,MORTGAGE,.0668
11000,RENT,.1757
40000,RENT,.1399
48000,RENT,.1229
38000,RENT,.1229
67000,MORTGAGE,.1229
71000,RENT,.0789
58000,MORTGAGE,.0668
26000,OWN,.1153
68426.09,MORTGAGE,.1399
126000,OWN,.0639
110000,MORTGAGE,.0593
104000,MORTGAGE,.1269
35776,RENT,.0789
50000,RENT,.0917
58000,MORTGAGE,.1399
100000,OWN,.2399
60000,RENT,.2049
91500,RENT,.1465
62500,MORTGAGE,.1465
58000,RENT,.1884
75000,RENT,.0999
42000,MORTGAGE,.1153
120000,MORTGAGE,.0917
69476,RENT,.1952
40000,MORTGAGE,.1757
58000,RENT,.1099
68000,MORTGAGE,.1655
110000,MORTGAGE,.0593
48000,OWN,.1153
100000,MORTGAGE,.1269
79000,RENT,.0593
47500,RENT,.1465
81000,MORTGAGE,.0917
32000,RENT,.1561
60000,RENT,.0789
60000,MORTGAGE,.1229
35000,MORTGAGE,.1757
50000,MORTGAGE,.1399
42000,MORTGAGE,.1465
86000,MORTGAGE,.1399
42000,RENT,.1757
30000,RENT,.1699
40000,MORTGAGE,.1655
105000,MORTGAGE,.2399
31500,RENT,.1561
28200,MORTGAGE,.1825
33000,RENT,.1786
50000,RENT,.1333
32000,RENT,.1333
52000,MORTGAGE,.2049
145000,MORTGAGE,.0692
50000,MORTGAGE,.1465
36000,MORTGAGE,.1825
61250,RENT,.1333
121000,MORTGAGE,.0917
66600,RENT,.0789
135000,RENT,.0917
44000,RENT,.1153
45000,RENT,.0789
48966,MORTGAGE,.1229
80669,MORTGAGE,.1952
97000,MORTGAGE,.1269
35000,RENT,.0789
120000,MORTGAGE,.1465
53200,OWN,.1884
42000,MORTGAGE,.1269
62000,RENT,.1333
28000,RENT,.1699
37000,MORTGAGE,.0818
24396,RENT,.1561
119000,MORTGAGE,.0789
100000,MORTGAGE,.1952
80000,MORTGAGE,.0789
35000,RENT,0.258
130000,RENT,.0692
270000,OWN,.1884
42000,MORTGAGE,.0639
69000,MORTGAGE,.0639
85000,MORTGAGE,.0818
40000,MORTGAGE,.1465
75000,MORTGAGE,.1153
143000,MORTGAGE,.1099
24000,RENT,.2049
80000,MORTGAGE,.0692
75000,RENT,.1099
24000,RENT,.1825
140000,MORTGAGE,.0999
110000,MORTGAGE,.1099
50000,RENT,.1884
60000,OWN,.1229
120000,MORTGAGE,.1561
57500,MORTGAGE,.2299
138652,MORTGAGE,.1786
50000,MORTGAGE,.1884
150000,MORTGAGE,.0917
108000,RENT,.1333
55000,MORTGAGE,.0999
65286,RENT,.0818
24000,RENT,.1333
68076,MORTGAGE,.1825
42000,RENT,.1655
139000,MORTGAGE,.0692
97000,RENT,.1655
55000,RENT,.1786
65000,MORTGAGE,.0692
80000,MORTGAGE,.1952
25000,OWN,.1699
32556,OWN,.1229
115000,RENT,.1699
78000,MORTGAGE,.1757
46000,RENT,.1153
90000,MORTGAGE,.0789
10000,RENT,.1399
35000,RENT,.1269
110000,MORTGAGE,.1884
80000,MORTGAGE,.1099
187000,MORTGAGE,.0789
37000,MORTGAGE,.1269
71000,MORTGAGE,.1399
55000,RENT,.1786
150000,RENT,.0818
73839,OWN,.0789
85000,MORTGAGE,.0668
65000,RENT,.0789
88418,RENT,.1099
40000,MORTGAGE,.1786
52000,MORTGAGE,.1269
70000,RENT,.2589
60000,MORTGAGE,.0818
40000,OWN,.1952
145000,RENT,.0593
70000,MORTGAGE,.1099
102000,RENT,.1786
48000,RENT,.1333
62000,MORTGAGE,.1099
20000,MORTGAGE,.0692
56000,RENT,.1786
150000,MORTGAGE,.0692
80000,RENT,.1229
100000,MORTGAGE,.1229
97000,RENT,.1655
96000,MORTGAGE,.0818
200000,MORTGAGE,.1786
120000,MORTGAGE,.1757
45000,MORTGAGE,.0818
102000,MORTGAGE,.0999
115000,RENT,.0789
40000,RENT,.1399
50000,MORTGAGE,.1333
22000,RENT,.1399
20000,RENT,.1465
65000,MORTGAGE,.1825
36000,RENT,.1465
22000,RENT,.1561
50000,MORTGAGE,.1757
20000,OWN,.0692
50000,RENT,.0692
78589,OWN,.1952
25000,RENT,.1465
116000,OWN,.0789
36000,RENT,.1699
75920,MORTGAGE,.1399
100000,MORTGAGE,.1099
23500,RENT,.1465
79000,RENT,.1952
72000,RENT,.0668
53000,RENT,.1884
30000,RENT,.1465
34000,RENT,.1229
28000,RENT,.1786
79441,RENT,.1952
20000,RENT,.1269
51000,MORTGAGE,.1229
75000,MORTGAGE,.1333
88000,RENT,.1153
70000,MORTGAGE,.1561
56000,OWN,.0789
75000,RENT,.0668
36500,MORTGAGE,.0668
80000,RENT,.1699
105000,OWN,.1333
110000,MORTGAGE,.0692
71400,RENT,.0789
45000,MORTGAGE,.1153
112000,MORTGAGE,.0789
120000,MORTGAGE,.1399
96000,MORTGAGE,.0789
125000,RENT,.0818
115000,MORTGAGE,.0692
52000,RENT,.2167
110000,RENT,.1333
39520,MORTGAGE,.0668
85000,RENT,.1229
50500,MORTGAGE,.0818
83000,RENT,.0593
100000,MORTGAGE,.0692
92000,RENT,.0789
56000,MORTGAGE,.1099
45000,MORTGAGE,.1333
149500,MORTGAGE,.0668
110000,MORTGAGE,.1229
40000,RENT,.1399
68000,RENT,.1153
173000,RENT,.1229
40000,RENT,.1269
130000,MORTGAGE,.1825
108000,MORTGAGE,.1269
60000,RENT,.1561
35000,RENT,.0999
43000,MORTGAGE,.1699
70000,MORTGAGE,.1825
21040,RENT,.1825
37500,MORTGAGE,.1884
96000,MORTGAGE,.0668
80000,OWN,.1465
55000,MORTGAGE,.1229
40000,MORTGAGE,.0818
50000,RENT,.1465
60000,RENT,.1099
120000,RENT,.1786
45000,MORTGAGE,.1333
89000,MORTGAGE,.0639
72900,MORTGAGE,.1825
50000,MORTGAGE,.1333
74000,MORTGAGE,.1465
33000,OWN,.1655
